Date,Gold,Silver,Yuan,ETH,LTC,XRP,ETC,STR,DASH,SC,XMR,XEM,BTC
2019-06-06,1336.65,14.955,6.8945,242.62473866479783,106.46871012763727,0.4122725412413572,7.664573826943662,0.1218725364677999,142.26312831941465,0.0029255567819181268,84.87024826677214,0.0820695665664401,7698.83363662665
2019-06-07,1332.625,14.85,6.8934999999999995,242.34012152871136,114.82210282534425,0.40356213020887904,7.915133886640236,0.12167361452298192,144.9123440168157,0.0029959541225281225,85.17915934897181,0.08290227441452898,7780.636642849375
2019-06-08,1330.6125,14.7975,6.893,242.19781296066813,118.99879917419773,0.39920692469263996,8.040413916488523,0.12157415355057294,146.23695186551623,0.003031152792833121,85.33361489007164,0.08331862833857342,7821.538145960738
2019-06-09,1329.6062499999998,14.771249999999998,6.8927499999999995,242.1266586766465,121.08714734862448,0.39702932193452045,8.103053931412667,0.12152442306436845,146.8992557898665,0.0030487521279856196,85.41084266062157,0.08352680530059564,7841.9888975164195
2019-06-10,1328.6,14.745,6.8925,242.0555043926249,123.17549552305123,0.3948517191764009,8.16569394633681,0.12147469257816394,147.56155971421674,0.0030663514631381187,85.48807043117148,0.08373498226261786,7862.4396490721
2019-06-11,1322.65,14.695,6.893,243.0192767428645,132.91157809515374,0.3914849373708262,8.162421559379174,0.12138396146648756,147.90363949553898,0.003072014599086966,86.49178334124248,0.08333824220087206,7876.9605104794
2019-06-12,1336.65,14.79,6.8932,254.1305254436488,137.33311874200632,0.39766627004805166,8.362203762598677,0.12526890819160738,151.85648782687886,0.003145838647438948,88.60835320723633,0.08534095612795918,8066.25294215115
2019-06-13,1335.8,14.795,6.8934,258.2441491937255,132.38918132841124,0.40268742401833085,8.642386115841969,0.125931935368075,157.42351664391276,0.0031933325613491053,91.14303352183906,0.0857286972239106,8188.03220858745
2019-06-14,1352.45,15.025,6.8937,259.11660311411686,131.02130121341,0.4041323782894872,8.42872172709811,0.12302612016318834,151.63222103510557,0.003117785237012307,88.33789440958701,0.08552843285317545,8426.446586519749
2019-06-15,1342.825,14.9025,6.8938500000000005,265.4570140372167,133.08855375007272,0.42389691423158776,8.589247750086553,0.12638721038859363,154.8273191550398,0.0031321601723135585,93.25100798727513,0.08787997716077066,8840.480804458124
2019-06-16,1338.0125,14.841249999999999,6.893925,268.62721949876664,134.12218001840407,0.433779182202638,8.669510761580774,0.1280677555012963,156.4248682150069,0.003139347639964184,95.7075647761192,0.08905574931456826,9047.497913427313
2019-06-17,1333.2,14.78,6.894,271.7974249603166,135.1558062867354,0.4436614501736883,8.749773773074995,0.12974830061399895,158.02241727497403,0.0031465351076148096,98.16412156496325,0.09023152146836587,9254.5150223965
2019-06-18,1344.55,14.895,6.8942,266.2617128883733,133.6785244945651,0.4344313304942237,8.510950306755618,0.12495715363785147,159.96622607432602,0.003101126440647408,96.77548468926574,0.08646670193334538,9120.9601195512
2019-06-19,1342.4,14.945,6.8893,267.0152926700593,137.37902130373593,0.431820939898966,8.511642045576885,0.1243190240370566,159.45315481550568,0.0031125528845802088,99.6335502007971,0.08687684374901819,9154.56730758885
2019-06-20,1381.65,15.33,6.8805,270.39199596641186,134.85015561953446,0.42878066001093207,8.463463340842287,0.12173050062960963,160.304698367316,0.003005691373570608,104.33712821788906,0.08538042058049007,9392.78554240815
